Date,Value_USD,Unit_Price,Mineral
2023-02-01,0.6183527869734379,4.753646984892922e-05,Graphite
2023-03-01,0.6379770315817397,4.927704679950139e-05,Graphite
2023-04-01,0.5937584502655391,4.6077472531699864e-05,Graphite
2023-05-01,0.6026862061264755,4.677029370379106e-05,Graphite
2023-06-01,0.5746823112073166,4.459710577132275e-05,Graphite
2023-07-01,0.5719487151842129,4.438497035563141e-05,Graphite
2023-08-01,0.6330476604311568,4.91264354582718e-05,Graphite
2023-09-01,0.6495856342023625,5.040983282605985e-05,Graphite
2023-10-01,0.6061430254685981,4.7038553461967926e-05,Graphite
2023-11-01,0.638857458977549,4.9577293602381377e-05,Graphite
2023-12-01,0.6193330957618655,4.806214327590222e-05,Graphite
2024-01-01,0.5887109407974274,4.5685770352528526e-05,Graphite
2024-02-01,0.6193257830008809,4.806157578327411e-05,Graphite
2024-03-01,0.6551152788966732,5.08389501740289e-05,Graphite
2024-04-01,0.6072436246437389,4.712396332558887e-05,Graphite
2024-05-01,0.6559245778643427,5.090175425022528e-05,Graphite
2024-06-01,0.5286494197506035,4.102481254214372e-05,Graphite
2024-07-01,0.633332867841413,4.914856842598963e-05,Graphite
2024-08-01,0.6109810149922443,4.741399625235645e-05,Graphite
2024-09-01,0.5992385264233299,4.650274320956441e-05,Graphite
2024-10-01,0.6111243902862882,4.7425122613876145e-05,Graphite
2024-11-01,0.5478781121808894,4.251701791097808e-05,Graphite
2024-12-01,0.6016516467449423,4.6690008730223625e-05,Graphite
2025-01-01,0.6191955073834823,4.8051465996744675e-05,Graphite
2025-02-01,0.6532859438608877,5.069698817782491e-05,Graphite
2025-03-01,0.5925692808608432,4.598518934725692e-05,Graphite
2025-04-01,0.5837416529119989,4.530013840751698e-05,Graphite
2018-04-01,1.3211840331128493,0.0002390155967093833,Lithium (Carbonate)
2018-05-01,1.2928748581456384,0.00024064030110424709,Lithium (Carbonate)
2018-06-01,1.3571553612022436,0.00025954932201617407,Lithium (Carbonate)
2018-07-01,1.428366908491412,0.0002803372269841123,Lithium (Carbonate)
2018-08-01,1.3243117238935365,0.0002664356367291888,Lithium (Carbonate)
2018-09-01,1.3368723826930102,0.00027542156748773414,Lithium (Carbonate)
2018-10-01,1.4732308415920359,0.0003104992249530517,Lithium (Carbonate)
2018-11-01,1.4310060493056926,0.0003082597345573097,Lithium (Carbonate)
2018-12-01,1.358185302078107,0.0002987784976326725,Lithium (Carbonate)
2019-01-01,1.441616948058736,0.0003235994288446304,Lithium (Carbonate)
2019-02-01,1.3834342346277175,0.0003166341065102256,Lithium (Carbonate)
2019-03-01,1.3956829127110584,0.00032547706001608803,Lithium (Carbonate)
2019-04-01,1.4591081137420516,0.0003464706653660412,Lithium (Carbonate)
2019-05-01,1.3152436522087907,0.00031780290906417263,Lithium (Carbonate)
2019-06-01,1.340553423160867,0.00032942062634602504,Lithium (Carbonate)
2019-07-01,1.4381882466645977,0.0003592143479215396,Lithium (Carbonate)
2019-08-01,1.4169174776450435,0.0003595198859467503,Lithium (Carbonate)
2019-09-01,1.5288587185208422,0.00039388297476841553,Lithium (Carbonate)
2019-10-01,1.4490014227682546,0.00037886310607453604,Lithium (Carbonate)
2019-11-01,1.4225396323571833,0.00037730623607155526,Lithium (Carbonate)
2019-12-01,1.6564325633351131,0.00044548340024157983,Lithium (Carbonate)
2020-01-01,1.5384758001215213,0.0004193702309107333,Lithium (Carbonate)
2020-02-01,1.5740467435552088,0.00043471345922529346,Lithium (Carbonate)
2020-03-01,1.468799338733892,0.00041083142376368203,Lithium (Carbonate)
2020-04-01,1.5507748269993051,0.00043914725833205174,Lithium (Carbonate)
2020-05-01,1.615786936817002,0.0004630812197795552,Lithium (Carbonate)
2020-06-01,1.5263768325949896,0.00044259279115095807,Lithium (Carbonate)
2020-07-01,1.6629541038931075,0.0004877039224960357,Lithium (Carbonate)
2020-08-01,1.595597467754178,0.00047315384302784114,Lithium (Carbonate)
2020-09-01,1.633531175342655,0.0004896486082977839,Lithium (Carbonate)
2020-10-01,1.6201616289910903,0.0004907650152822297,Lithium (Carbonate)
2020-11-01,1.83900578596508,0.000562783546350034,Lithium (Carbonate)
2020-12-01,1.694688881152429,0.0005238183826105695,Lithium (Carbonate)
2021-01-01,1.6181845069961733,0.0005050623032950307,Lithium (Carbonate)
2021-02-01,1.7920402714978805,0.000564662051726598,Lithium (Carbonate)
2021-03-01,1.6281137323051162,0.0005177869510716204,Lithium (Carbonate)
2021-04-01,1.764907420630415,0.000566394553088771,Lithium (Carbonate)
2021-05-01,1.5869852687899506,0.0005138182490279908,Lithium (Carbonate)
2021-06-01,1.6544005152923955,0.000540292300036333,Lithium (Carbonate)
2021-07-01,1.802359481330112,0.0005936030959189299,Lithium (Carbonate)
2021-08-01,1.8638696838770876,0.0006189492043998132,Lithium (Carbonate)
2021-09-01,1.8257189478672877,0.0006111939464355744,Lithium (Carbonate)
2021-10-01,1.812375807594822,0.0006115368986863488,Lithium (Carbonate)
2021-11-01,1.8079893264391953,0.0006147885424419888,Lithium (Carbonate)
2021-12-01,1.7116932593902103,0.0005864621576160235,Lithium (Carbonate)
2022-01-01,1.7940586634001046,0.0006192497554694745,Lithium (Carbonate)
2022-02-01,1.830593905145705,0.0006364577863070109,Lithium (Carbonate)
2022-03-01,1.9861691849834608,0.0006954687096141632,Lithium (Carbonate)
2022-04-01,1.9317960867469386,0.00068115166361792,Lithium (Carbonate)
2022-05-01,1.7433393801482937,0.0006189064969799065,Lithium (Carbonate)
2022-06-01,1.95576966363822,0.0006989765708771752,Lithium (Carbonate)
2022-07-01,1.8999908320250902,0.0006835043391683397,Lithium (Carbonate)
2022-08-01,1.884000104970169,0.0006821192649537289,Lithium (Carbonate)
2022-09-01,2.0227354408038516,0.0007369779814553138,Lithium (Carbonate)
2022-10-01,2.07724934866986,0.0007615318861452347,Lithium (Carbonate)
2022-11-01,2.0807000643408946,0.0007674365662142359,Lithium (Carbonate)
2022-12-01,1.9168766136142683,0.00071123265144755,Lithium (Carbonate)
2023-01-01,1.9824110665353956,0.0007398575907764338,Lithium (Carbonate)
2023-02-01,2.0598111263940733,0.0007731654412958193,Lithium (Carbonate)
2023-03-01,2.138413126657776,0.0008072020840564774,Lithium (Carbonate)
2023-04-01,2.002511376101037,0.0007600944198559165,Lithium (Carbonate)
2023-05-01,1.9477222026758585,0.0007474419257514823,Lithium (Carbonate)
2023-06-01,1.7762669244576832,0.0006897495981752971,Lithium (Carbonate)
2023-07-01,1.687248709793428,0.0006636155469509615,Lithium (Carbonate)
2023-08-01,1.7783147063801263,0.0007092124669430477,Lithium (Carbonate)
2023-09-01,1.733266508429911,0.0007017849792507066,Lithium (Carbonate)
2023-10-01,1.5319642219035117,0.0006306320118567626,Lithium (Carbonate)
2023-11-01,1.524652287372676,0.000639141593925791,Lithium (Carbonate)
2023-12-01,1.3908128607108923,0.000594862115734106,Lithium (Carbonate)
2024-01-01,1.2391155623770511,0.0005419270230706905,Lithium (Carbonate)
2024-02-01,1.21631059026794,0.0005453628134576116,Lithium (Carbonate)
2024-03-01,1.1943140415502136,0.0005507019844767141,Lithium (Carbonate)
2024-04-01,1.0215002343322075,0.00048619681158657815,Lithium (Carbonate)
2024-05-01,1.1033909337224834,0.0005251737942675225,Lithium (Carbonate)
2024-06-01,0.8892897088407414,0.00042326942910373496,Lithium (Carbonate)
2024-07-01,1.065387344807199,0.0005070854736402272,Lithium (Carbonate)
2024-08-01,1.0277872416581866,0.0004891891975044441,Lithium (Carbonate)
2024-09-01,1.0080341239011632,0.000479787434734769,Lithium (Carbonate)
2024-10-01,1.0280284263994,0.0004893039926344305,Lithium (Carbonate)
2024-11-01,0.9216360572029211,0.0004386651098011961,Lithium (Carbonate)
2024-12-01,1.012093455072314,0.0004817195281462578,Lithium (Carbonate)
2025-01-01,1.0416055932423511,0.0004957662282830961,Lithium (Carbonate)
2025-02-01,1.0989522452892744,0.0005230611406514778,Lithium (Carbonate)
2025-03-01,0.9968151738316652,0.0004744476241602713,Lithium (Carbonate)
2025-04-01,0.9819654106519653,0.0004673796791240122,Lithium (Carbonate)
