Project_ID,Mineral,State,Latitude,Longitude,Stage,Confidence
GSI-2025-1019,Lithium (Carbonate),Tamil Nadu,28.13786972958165,84.08433398616312,G2 (General),67.69843108609057
GSI-2025-1020,Copper,Odisha,14.589208411579609,74.03791606542005,G4 (Recon),91.93234709364388
GSI-2025-1021,Titanium-TitaniumDioxide,Tamil Nadu,14.522296320769629,84.95986471260714,G2 (General),32.739546905213125
GSI-2025-1022,Graphite-NaturalGraphite,Odisha,15.900549822503635,86.0592032070126,G3 (Prospecting),76.41829433787294
GSI-2025-1023,Copper,Odisha,15.633751840135174,79.27582599415746,G2 (General),60.15247130036295
GSI-2025-1024,Titanium-Ores,Tamil Nadu,16.8986156104017,72.53660431318526,G2 (General),72.88320402782085
GSI-2025-1025,LithiumCarbonate,Madhya Pradesh,27.598992145231055,76.47479449695851,G4 (Recon),45.86351484275268
GSI-2025-1026,Titanium-TitaniumDioxide,Madhya Pradesh,16.41610622524052,78.74873849050792,G3 (Prospecting),42.997290283589024
GSI-2025-1027,RareEarthMetal-Compounds,Jharkhand,14.251653030158291,78.11005059395173,G3 (Prospecting),59.89443024543029
GSI-2025-1028,RareEarthMetal-FerroAlloys,Jammu & Kashmir,18.00095537098223,83.47842588377469,G3 (Prospecting),21.074422786471
GSI-2025-1029,LithiumCarbonate,Jammu & Kashmir,27.3816609970863,76.664773738175,G4 (Recon),50.74941837318952
GSI-2025-1030,Titanium-UnwroughtMetalPowders,Jharkhand,21.55473152075792,77.60511533499351,G3 (Prospecting),82.6219185684977
GSI-2025-1031,Graphite,Tamil Nadu,17.32451262407276,78.19095528936501,G2 (General),24.63322608485278
GSI-2025-1032,Copper,Tamil Nadu,22.870701558389865,78.12254239300232,G4 (Recon),20.840348874126427
GSI-2025-1033,Lithium (Carbonate),Rajasthan,20.23596743543738,78.38188758864771,G4 (Recon),88.97729087494382
GSI-2025-1034,Titanium-Ores,Odisha,20.348656458552114,81.67809763209688,G3 (Prospecting),57.703492170501846
GSI-2025-1035,Graphite-NaturalGraphite,Chhattisgarh,25.308625723879818,77.06828137113135,G2 (General),79.42914164496503
GSI-2025-1036,Lithium (Carbonate),Odisha,22.865396730416663,82.0867478777343,G3 (Prospecting),43.73854042144475
GSI-2025-1037,Titanium-Ores,Madhya Pradesh,24.755898785292793,76.42710705873459,G4 (Recon),87.89298269871108
GSI-2025-1038,LithiumCarbonate,Madhya Pradesh,20.905192881519085,72.49848896528886,G3 (Prospecting),52.30958970066476
GSI-2025-1039,Graphite,Jammu & Kashmir,27.859020854416254,77.78760018028697,G3 (Prospecting),28.146483636271874
GSI-2025-1040,Titanium-Ores,Jharkhand,23.900779100962303,81.47763237084473,G2 (General),45.24289764963201
GSI-2025-1041,Graphite-NaturalGraphite,Odisha,14.479646852323997,71.5313941891432,G2 (General),33.93087409842642
GSI-2025-1042,RareEarthMetal-Compounds,Rajasthan,24.9534725789575,74.44844641033613,G2 (General),21.077953768869644
GSI-2025-1043,LithiumCarbonate,Karnataka,12.711382358033362,75.79201333030429,G4 (Recon),24.071957216877138
GSI-2025-1044,Lithium (Carbonate),Tamil Nadu,14.758677128621374,84.06888944845919,G2 (General),27.449321039470412
GSI-2025-1045,Titanium-TitaniumDioxide,Tamil Nadu,18.11137415168193,78.07755148015946,G4 (Recon),93.25080452753585
GSI-2025-1046,LithiumCarbonate,Madhya Pradesh,18.003935350576523,74.9867337130771,G4 (Recon),76.46299643025671
GSI-2025-1047,RareEarthMetal-Compounds,Chhattisgarh,12.960691512803828,75.185925496551,G2 (General),54.00323012708443
GSI-2025-1048,Copper,Odisha,24.854220008561015,72.8166711957701,G2 (General),87.42846539653185
GSI-2025-1049,Titanium-UnwroughtMetalPowders,Jammu & Kashmir,23.329616024887947,82.17728507152822,G2 (General),58.32069293320273
GSI-2025-1050,RareEarthMetal-Compounds,Odisha,27.605722744496397,72.71996593981854,G2 (General),46.98038578310522
GSI-2025-1051,RareEarthMetal-FerroAlloys,Karnataka,22.4339441338473,86.88961156100045,G4 (Recon),79.83834886289327
GSI-2025-1052,Graphite-ArtificialGraphite,Tamil Nadu,14.378924472139767,79.16594585613927,G2 (General),48.92168575854162
GSI-2025-1053,Titanium-TitaniumDioxide,Rajasthan,24.995343730181688,76.42533154060287,G4 (Recon),67.14369029180835
GSI-2025-1054,LithiumCarbonate,Chhattisgarh,28.486847136077156,86.21800198728305,G4 (Recon),26.89503739091617
GSI-2025-1055,Titanium-Ores,Chhattisgarh,13.00449230817506,75.80022083117585,G3 (Prospecting),39.889583553613605
GSI-2025-1056,Lithium (Carbonate),Chhattisgarh,28.270275535647166,85.5661871378298,G4 (Recon),94.01486010381342
GSI-2025-1057,RareEarthMetal-FerroAlloys,Jammu & Kashmir,15.677256521127696,84.18976891517296,G2 (General),94.47876910154532
GSI-2025-1058,Cobalt-MattesIntermediates,Rajasthan,24.59812533260083,83.90435647535399,G2 (General),51.59031385375458
GSI-2025-1059,LithiumCarbonate,Karnataka,17.35014283719646,72.7478501234027,G3 (Prospecting),62.10553087735861
GSI-2025-1060,Lithium (Carbonate),Odisha,13.104979017356193,83.09859973975396,G2 (General),46.619323855975466
GSI-2025-1061,Graphite-NaturalGraphite,Rajasthan,23.26888745373864,85.97920169972117,G3 (Prospecting),54.99312638088351
GSI-2025-1062,RareEarthMetal-Compounds,Madhya Pradesh,21.575601274522988,71.1877998632472,G2 (General),67.04552335307888
GSI-2025-1063,Graphite-NaturalGraphite,Karnataka,13.443514955140984,83.57971857696117,G3 (Prospecting),70.46060893878374
GSI-2025-1064,Graphite,Tamil Nadu,15.78429666647753,78.83155156767427,G4 (Recon),73.86736025930739
GSI-2025-1065,Graphite-NaturalGraphite,Karnataka,26.875025203257877,86.48419558247446,G3 (Prospecting),92.0643104254027
GSI-2025-1066,Titanium-UnwroughtMetalPowders,Madhya Pradesh,21.585645517019323,76.97810272706434,G2 (General),71.51430357458892
GSI-2025-1067,Graphite-NaturalGraphite,Rajasthan,20.341664499845834,76.57393925649728,G2 (General),48.961097785250374
GSI-2025-1068,Graphite,Jammu & Kashmir,27.44887551562755,72.99992765044563,G2 (General),68.39589472178551
GSI-2025-1069,RareEarthMetal-Compounds,Chhattisgarh,26.673017963517978,86.83433844861482,G3 (Prospecting),87.37735733052477
GSI-2025-1070,Titanium-TitaniumDioxide,Jharkhand,23.351706950215696,77.22565051487999,G3 (Prospecting),48.5035793334814
GSI-2025-1071,Cobalt-MattesIntermediates,Chhattisgarh,14.352932437572637,79.43755534531624,G2 (General),39.6341306052544
GSI-2025-1072,Graphite-NaturalGraphite,Karnataka,24.252192121628795,80.54840907010232,G3 (Prospecting),94.50947910538893
GSI-2025-1073,RareEarthMetal-Compounds,Tamil Nadu,14.538491703594042,86.00189492069083,G3 (Prospecting),91.28937989618498
GSI-2025-1074,RareEarthMetal-FerroAlloys,Madhya Pradesh,26.123982655276617,79.44184563654923,G2 (General),51.75605303588625
GSI-2025-1075,LithiumCarbonate,Tamil Nadu,27.147976880941133,76.64031556570468,G3 (Prospecting),55.54055275662252
GSI-2025-1076,Graphite-NaturalGraphite,Chhattisgarh,25.222822628322945,77.72421145874509,G3 (Prospecting),88.10646996007611
GSI-2025-1077,Graphite-NaturalGraphite,Rajasthan,23.900249533934755,76.77857714291889,G3 (Prospecting),53.66713722668366
GSI-2025-1078,Graphite-NaturalGraphite,Madhya Pradesh,13.292248768761956,81.17394844370764,G2 (General),24.704922138659597
GSI-2025-1079,LithiumCarbonate,Jammu & Kashmir,13.183992380696193,83.35816038424662,G2 (General),42.11576442401869
GSI-2025-1080,Copper,Jammu & Kashmir,18.277800819425643,71.81704740793151,G4 (Recon),92.22333741690586
GSI-2025-1081,Titanium-Ores,Jharkhand,23.032909912747286,81.06081746986928,G3 (Prospecting),88.89916966680302
GSI-2025-1082,Titanium-Ores,Karnataka,22.671150523210944,86.26414075260676,G2 (General),92.47450063437523
GSI-2025-1083,LithiumHydroxide,Odisha,13.055649021852433,71.73953430039461,G2 (General),76.8967869728247
GSI-2025-1084,Titanium-TitaniumDioxide,Madhya Pradesh,19.811197212742563,72.1826671704102,G2 (General),71.23152776936023
GSI-2025-1085,Lithium (Carbonate),Odisha,24.493492199319096,74.47703773036466,G3 (Prospecting),87.6986745266275
GSI-2025-1086,Titanium-Ores,Rajasthan,17.943150333069305,85.42884116713108,G3 (Prospecting),86.47497854223838
GSI-2025-1087,LithiumCarbonate,Odisha,13.928944356409119,82.12428124087225,G4 (Recon),63.0093449849369
GSI-2025-1088,Cobalt-MattesIntermediates,Jammu & Kashmir,13.203001112640333,72.85431876518234,G4 (Recon),71.07006695436209
GSI-2025-1089,Titanium-TitaniumDioxide,Jharkhand,13.54546445015257,80.63272353329657,G2 (General),68.93544678111927
GSI-2025-1090,RareEarthMetal-Compounds,Chhattisgarh,20.708395781840885,73.00066062671037,G2 (General),29.195362704827375
GSI-2025-1091,LithiumHydroxide,Tamil Nadu,21.603607377702833,72.5414040474104,G3 (Prospecting),79.30042737322853
GSI-2025-1092,Graphite-NaturalGraphite,Jammu & Kashmir,13.740404509425002,82.895024355553,G2 (General),32.916621426150556
GSI-2025-1093,Graphite-ArtificialGraphite,Chhattisgarh,25.472079550465157,76.009426012139,G4 (Recon),76.85562602509532
GSI-2025-1094,RareEarthMetal-Compounds,Madhya Pradesh,15.38238508678116,86.16719332516553,G4 (Recon),25.26676027380208
GSI-2025-1095,Lithium (Carbonate),Jammu & Kashmir,20.30467518866449,76.91780568881504,G2 (General),77.1480792381378
GSI-2025-1096,LithiumHydroxide,Rajasthan,25.61562549572452,82.0790086364984,G4 (Recon),74.68088820125153
GSI-2025-1097,Copper,Chhattisgarh,12.820824882347043,81.96588000551493,G3 (Prospecting),34.85444260025894
GSI-2025-1098,LithiumHydroxide,Odisha,22.320821601613115,86.10907688272077,G2 (General),72.61085961730677
GSI-2025-1099,RareEarthMetal-FerroAlloys,Chhattisgarh,15.807060693657265,77.8672946103233,G4 (Recon),28.21063640850384
GSI-2025-1100,Titanium-Ores,Jharkhand,21.378065728074453,85.09935733411977,G2 (General),44.623835010830746
GSI-2025-1101,Graphite,Madhya Pradesh,20.40354814741962,73.06804041664465,G2 (General),57.08722159507939
GSI-2025-1102,Cobalt-MattesIntermediates,Chhattisgarh,14.551155670152314,78.99162218480474,G3 (Prospecting),66.57179426836798
GSI-2025-1103,LithiumCarbonate,Chhattisgarh,24.981880275780103,80.66317942820315,G4 (Recon),71.195265295436
GSI-2025-1104,Graphite,Karnataka,23.354904162268255,71.11133390731223,G4 (Recon),73.58828450163105
GSI-2025-1105,Cobalt-MattesIntermediates,Jammu & Kashmir,13.686672621372946,79.94549082341905,G2 (General),87.17785967022544
GSI-2025-1106,Graphite-NaturalGraphite,Tamil Nadu,23.691579083358732,74.85825138036947,G2 (General),39.36882468580443
GSI-2025-1107,Titanium-TitaniumDioxide,Chhattisgarh,18.263899160787595,80.4563141224498,G4 (Recon),51.20813756198199
GSI-2025-1108,Copper,Karnataka,18.401623566429485,85.89669133584567,G3 (Prospecting),83.89178919080175
GSI-2025-1109,Graphite,Jammu & Kashmir,22.591420467504904,77.87728186678802,G4 (Recon),33.89718306450105
GSI-2025-1110,Titanium-UnwroughtMetalPowders,Tamil Nadu,20.221496735769257,84.0596878792458,G3 (Prospecting),68.34666378472048
GSI-2025-1111,RareEarthMetal-FerroAlloys,Chhattisgarh,22.064608299782975,78.02673562063707,G4 (Recon),89.70755660817352
GSI-2025-1112,Graphite-NaturalGraphite,Jammu & Kashmir,20.827809533429814,83.87303332038788,G3 (Prospecting),77.52732649283323
GSI-2025-1113,Graphite,Jharkhand,21.54626966996186,84.0483989903418,G3 (Prospecting),58.73653267602724
GSI-2025-1114,Copper,Tamil Nadu,13.925821526890882,85.39380658121941,G2 (General),72.7995831780936
GSI-2025-1115,Graphite-NaturalGraphite,Jammu & Kashmir,25.56395138212705,84.51503829012469,G2 (General),73.88773432012002
GSI-2025-1116,RareEarthMetal-FerroAlloys,Jharkhand,27.233350717848616,84.03609435441652,G2 (General),48.22306978638028
GSI-2025-1117,LithiumHydroxide,Karnataka,26.674347582867327,86.13181394884984,G3 (Prospecting),78.98477009152701
GSI-2025-1118,Copper,Karnataka,24.48002987739838,83.68751285062412,G4 (Recon),71.81609969011498
GSI-2025-1119,Graphite,Karnataka,18.808724705126142,78.27833345981547,G2 (General),68.57884542946243
GSI-2025-1120,Cobalt-MattesIntermediates,Odisha,14.1204747302289,76.71813090200276,G3 (Prospecting),44.76890833800364
GSI-2025-1121,LithiumHydroxide,Rajasthan,25.795463904029283,84.80704081493062,G4 (Recon),32.60962554534827
GSI-2025-1122,RareEarthMetal-FerroAlloys,Jammu & Kashmir,25.410720821883366,84.12794463216096,G3 (Prospecting),82.6959270339398
GSI-2025-1123,Graphite,Tamil Nadu,20.22161625246833,85.28583463763064,G2 (General),63.95657011913426
GSI-2025-1124,RareEarthMetal-Compounds,Jammu & Kashmir,15.542763528567825,77.28499345766456,G2 (General),83.45812371487328
GSI-2025-1125,Lithium (Carbonate),Rajasthan,23.170468836346807,76.97652353296796,G2 (General),91.69461815282848
GSI-2025-1126,LithiumCarbonate,Odisha,14.296929546135068,81.57970904953501,G4 (Recon),50.87621554794123
GSI-2025-1127,Cobalt-MattesIntermediates,Chhattisgarh,19.87990637471663,75.32316247108825,G2 (General),72.66102884315941
GSI-2025-1128,LithiumHydroxide,Odisha,19.268412507786245,80.0650388099664,G4 (Recon),40.14226609465865
GSI-2025-1129,Copper,Rajasthan,19.399463494983024,71.68959255363721,G3 (Prospecting),94.68044360822155
GSI-2025-1130,Titanium-TitaniumDioxide,Jammu & Kashmir,14.100236888310409,83.4327800922835,G4 (Recon),81.8142659967339
GSI-2025-1131,Cobalt-MattesIntermediates,Chhattisgarh,13.437531243746685,86.85907729690268,G2 (General),86.21402892163754
GSI-2025-1132,Graphite,Madhya Pradesh,23.716631815159815,73.73748981400459,G2 (General),84.53349919567013
GSI-2025-1133,RareEarthMetal-FerroAlloys,Chhattisgarh,17.949470940655203,80.36466222230916,G3 (Prospecting),49.84797831648814
GSI-2025-1134,Titanium-Ores,Odisha,13.643193425257026,79.30143951296375,G4 (Recon),51.015999655882624
GSI-2025-1135,Cobalt-MattesIntermediates,Karnataka,16.639402284663632,76.96320297035336,G2 (General),41.67638115450279
GSI-2025-1136,LithiumCarbonate,Madhya Pradesh,27.142221061771394,83.18388337956317,G2 (General),21.10571797445495
GSI-2025-1137,RareEarthMetal-Compounds,Jharkhand,24.45320343774725,76.11308204930882,G3 (Prospecting),45.682769217571675
GSI-2025-1138,Titanium-Ores,Odisha,17.345107905977013,73.7182903911383,G2 (General),53.382009238616575
GSI-2025-1139,LithiumHydroxide,Jammu & Kashmir,17.66413741992959,80.62522487022672,G2 (General),50.76926873947943
GSI-2025-1140,Titanium-Ores,Chhattisgarh,26.850179472568787,86.78298843064567,G2 (General),55.91615973007532
GSI-2025-1141,Copper,Karnataka,24.204980495896237,74.20598600200728,G4 (Recon),58.44206495579933
GSI-2025-1142,Titanium-Ores,Jharkhand,15.990741617112947,81.22417219273741,G4 (Recon),70.63557989037875
GSI-2025-1143,Titanium-TitaniumDioxide,Madhya Pradesh,15.53212037767485,83.14616410999086,G3 (Prospecting),48.04634832395206
GSI-2025-1144,LithiumHydroxide,Tamil Nadu,26.21962311942445,75.32960968153108,G3 (Prospecting),61.86600848729599
GSI-2025-1145,Titanium-Ores,Chhattisgarh,13.385221278822646,78.54220107954139,G4 (Recon),93.56255449970953
GSI-2025-1146,Titanium-UnwroughtMetalPowders,Odisha,24.78207090135842,75.82218087937039,G4 (Recon),44.38565493475515
GSI-2025-1147,Lithium (Carbonate),Chhattisgarh,19.839153788200175,75.53383378805182,G2 (General),25.40070844273942
GSI-2025-1148,Copper,Chhattisgarh,13.079695110554253,74.50575662158315,G3 (Prospecting),54.54381740791636
GSI-2025-1149,Graphite-ArtificialGraphite,Karnataka,19.986156482385333,78.29123725556414,G4 (Recon),65.78029270104159
GSI-2025-1150,Lithium (Carbonate),Chhattisgarh,27.24530664671572,72.64907424023345,G2 (General),54.79798787588683
GSI-2025-1151,Cobalt-MattesIntermediates,Karnataka,20.256589306112083,83.68258957176931,G3 (Prospecting),76.13471593382752
GSI-2025-1152,Titanium-UnwroughtMetalPowders,Tamil Nadu,13.670013353148756,83.06145724791439,G3 (Prospecting),65.70656535742793
GSI-2025-1153,Cobalt-MattesIntermediates,Tamil Nadu,14.143066744100041,74.91764648003694,G2 (General),70.29740637896026
GSI-2025-1154,LithiumHydroxide,Rajasthan,25.029940236666437,80.40634699400879,G3 (Prospecting),61.88641998482905
GSI-2025-1155,RareEarthMetal-FerroAlloys,Madhya Pradesh,17.268605386789766,81.85866502914762,G3 (Prospecting),66.62116368500061
GSI-2025-1156,Titanium-UnwroughtMetalPowders,Chhattisgarh,16.54657732272632,81.20008360319504,G4 (Recon),56.12634667994604
GSI-2025-1157,Graphite-ArtificialGraphite,Madhya Pradesh,18.28255192048725,71.58175981282416,G2 (General),52.929950883261284
GSI-2025-1158,LithiumHydroxide,Chhattisgarh,13.081546475830116,86.91527120764091,G4 (Recon),21.316095884099006
GSI-2025-1159,LithiumCarbonate,Chhattisgarh,25.909000268518042,73.65729974648349,G2 (General),25.877037345350818
GSI-2025-1160,Titanium-TitaniumDioxide,Jammu & Kashmir,22.46337217354937,76.05044016707956,G2 (General),35.255078952462846
GSI-2025-1161,Graphite,Madhya Pradesh,26.043276380355064,78.43941962795724,G3 (Prospecting),56.81980914466338
GSI-2025-1162,RareEarthMetal-FerroAlloys,Karnataka,21.04859951375669,78.2888240569629,G3 (Prospecting),71.06130836569727
GSI-2025-1163,Graphite-ArtificialGraphite,Rajasthan,24.28845860288937,80.00441177022162,G4 (Recon),74.10828645538304
GSI-2025-1164,RareEarthMetal-Compounds,Rajasthan,17.587549445132023,84.91539388890767,G3 (Prospecting),46.672068833007714
GSI-2025-1165,LithiumHydroxide,Odisha,21.908248145411676,71.29235010715075,G3 (Prospecting),85.94987941599042
GSI-2025-1166,Titanium-Ores,Karnataka,26.034216583129822,81.34791821600463,G4 (Recon),86.6513418934353
GSI-2025-1167,Graphite,Karnataka,15.168598760461915,76.83991557943301,G2 (General),28.18621321682827
GSI-2025-1168,Copper,Odisha,26.749308064544017,78.81450347399962,G4 (Recon),68.32235257717281
GSI-2025-1169,Titanium-TitaniumDioxide,Jharkhand,17.043756926056897,85.54976442267096,G2 (General),87.22141898742683
GSI-2025-1170,Copper,Tamil Nadu,13.150527178671757,81.61857679996326,G2 (General),61.916117534070985
GSI-2025-1171,RareEarthMetal-FerroAlloys,Tamil Nadu,20.424024531631815,71.44807054703273,G4 (Recon),85.4706994757849
GSI-2025-1172,Titanium-UnwroughtMetalPowders,Tamil Nadu,21.60617111937991,78.32139288577255,G3 (Prospecting),27.358044322468736
GSI-2025-1173,Cobalt-MattesIntermediates,Odisha,22.49576054608712,81.78721506936475,G2 (General),20.23303851201867
GSI-2025-1174,Copper,Chhattisgarh,25.704009708337058,83.2564819831796,G3 (Prospecting),44.702591838636195
GSI-2025-1175,LithiumCarbonate,Chhattisgarh,24.24669771810882,82.76902292290556,G3 (Prospecting),57.69354289528892
GSI-2025-1176,LithiumCarbonate,Chhattisgarh,27.028636710142173,78.39426790949176,G3 (Prospecting),75.74309972134296
GSI-2025-1177,Copper,Rajasthan,20.291474481325984,84.92832682801514,G2 (General),57.7421753704273
GSI-2025-1178,Titanium-Ores,Chhattisgarh,26.33049699660196,81.92280524184703,G4 (Recon),30.422981569717063
GSI-2025-1179,Graphite-NaturalGraphite,Rajasthan,20.38301627662995,75.21073508854575,G4 (Recon),77.43836746249438
GSI-2025-1180,Titanium-Ores,Chhattisgarh,22.420744597329186,80.16366023206503,G3 (Prospecting),64.27278179211623
GSI-2025-1181,Titanium-Ores,Madhya Pradesh,22.08357536009175,82.65620693440778,G3 (Prospecting),80.11009412016168
GSI-2025-1182,RareEarthMetal-FerroAlloys,Karnataka,14.37181914399294,75.3753037013135,G3 (Prospecting),70.88578832226017
GSI-2025-1183,Titanium-UnwroughtMetalPowders,Madhya Pradesh,20.556187674642665,72.3869863141806,G3 (Prospecting),62.53475436007068
GSI-2025-1184,RareEarthMetal-FerroAlloys,Jammu & Kashmir,21.597813290521316,72.42378656468698,G2 (General),94.83556968236859
GSI-2025-1185,Lithium (Carbonate),Karnataka,27.145431785766213,74.87002666275892,G2 (General),20.56199273721053
GSI-2025-1186,RareEarthMetal-FerroAlloys,Odisha,17.587526937331496,84.01079401666001,G4 (Recon),76.51827097822711
GSI-2025-1187,RareEarthMetal-Compounds,Rajasthan,16.001829007627087,77.10230292052917,G2 (General),24.271991545546165
GSI-2025-1188,Titanium-TitaniumDioxide,Rajasthan,23.076744394645715,78.72676075912572,G2 (General),29.340134346373212
GSI-2025-1189,Graphite,Jammu & Kashmir,23.841315274503696,76.14950864626051,G3 (Prospecting),64.83041382345064
GSI-2025-1190,Graphite-ArtificialGraphite,Chhattisgarh,17.765802473604833,76.2557805554756,G3 (Prospecting),41.50016746916307
GSI-2025-1191,Titanium-Ores,Jharkhand,27.179030807937618,79.61277540799429,G2 (General),80.3897085646739
GSI-2025-1192,RareEarthMetal-Compounds,Tamil Nadu,22.329413597431365,76.21054108662553,G4 (Recon),74.89238380941273
GSI-2025-1193,LithiumHydroxide,Jharkhand,16.99121262558329,71.64768484341633,G3 (Prospecting),94.35381548354157
GSI-2025-1194,Titanium-UnwroughtMetalPowders,Madhya Pradesh,14.744511319394553,78.22156412957565,G3 (Prospecting),26.028209217714867
GSI-2025-1195,Graphite-NaturalGraphite,Tamil Nadu,20.50757593790004,77.83100613167599,G4 (Recon),85.87770726269672
GSI-2025-1196,Cobalt-MattesIntermediates,Odisha,18.902661717206787,71.84169761618242,G4 (Recon),73.10751739725129
GSI-2025-1197,Graphite-NaturalGraphite,Jharkhand,27.47478624582667,72.55604498958151,G4 (Recon),83.59103798467474
GSI-2025-1198,Graphite-NaturalGraphite,Karnataka,25.9105286234843,83.00286681786869,G3 (Prospecting),30.119260424955744
GSI-2025-1199,Titanium-Ores,Tamil Nadu,13.612645928682056,79.46890950084405,G3 (Prospecting),64.70080066603053
GSI-2025-1200,Cobalt-MattesIntermediates,Jharkhand,13.086133248449668,79.96062684966037,G3 (Prospecting),49.16628170318374
GSI-2025-1201,Graphite-ArtificialGraphite,Chhattisgarh,27.97703012865761,76.835075826239,G2 (General),32.08194894613099
GSI-2025-1202,Graphite-ArtificialGraphite,Tamil Nadu,13.736554521756979,83.61379416185738,G4 (Recon),77.80264169828715
GSI-2025-1203,Cobalt-MattesIntermediates,Jammu & Kashmir,15.689860524030244,82.32311360276714,G3 (Prospecting),89.15403825036447
GSI-2025-1204,LithiumCarbonate,Rajasthan,23.576785718856165,75.40159486699287,G4 (Recon),21.608489705414428
GSI-2025-1205,Graphite-NaturalGraphite,Karnataka,15.362693174896377,83.30965732050211,G3 (Prospecting),52.69226914349909
GSI-2025-1206,LithiumHydroxide,Chhattisgarh,27.208207331400526,81.11772976741992,G3 (Prospecting),25.955989907966366
GSI-2025-1207,Cobalt-MattesIntermediates,Jammu & Kashmir,26.86872357626025,75.67945818240104,G3 (Prospecting),43.89203526608904
GSI-2025-1208,Cobalt-MattesIntermediates,Jammu & Kashmir,21.895340673966125,72.75974434087432,G2 (General),92.71240426579676
GSI-2025-1209,Graphite,Rajasthan,14.583510958607306,83.51193636033223,G2 (General),31.581930141024564
GSI-2025-1210,Graphite-NaturalGraphite,Jharkhand,27.89888780596186,79.18888558448694,G2 (General),41.210874860221324
GSI-2025-1211,Titanium-UnwroughtMetalPowders,Karnataka,14.347391417576683,76.48346238510412,G4 (Recon),94.67562725486556
GSI-2025-1212,Graphite-NaturalGraphite,Tamil Nadu,28.17385592364671,80.32984492071387,G2 (General),42.904549530000814
GSI-2025-1213,Titanium-UnwroughtMetalPowders,Tamil Nadu,22.674248723585386,83.24123345021502,G3 (Prospecting),38.14105791244718
GSI-2025-1214,Titanium-UnwroughtMetalPowders,Rajasthan,16.6373394479045,73.53013592454997,G4 (Recon),82.88557135079276
GSI-2025-1215,Titanium-UnwroughtMetalPowders,Odisha,15.508371243705293,83.85776130501208,G2 (General),59.37205059760635
GSI-2025-1216,LithiumCarbonate,Rajasthan,14.633370030109546,84.05604295822783,G4 (Recon),54.18237916430969
GSI-2025-1217,Titanium-TitaniumDioxide,Odisha,26.29090845777367,84.31084237184699,G4 (Recon),24.496972320032583
GSI-2025-1218,RareEarthMetal-FerroAlloys,Tamil Nadu,27.712070607828828,80.37244201719028,G3 (Prospecting),50.60217799533446
GSI-2025-1219,Copper,Chhattisgarh,24.801927211013975,80.28404074951432,G2 (General),92.26094731106714
GSI-2025-1220,Titanium-UnwroughtMetalPowders,Rajasthan,17.021907959602608,71.34364310869324,G4 (Recon),48.0930161409291
GSI-2025-1221,Graphite,Madhya Pradesh,24.878092051247613,75.02066181309232,G4 (Recon),47.214195554554685
GSI-2025-1222,Titanium-TitaniumDioxide,Jharkhand,22.162491833468266,76.94961674563665,G2 (General),54.98079332775088
GSI-2025-1223,Graphite-NaturalGraphite,Chhattisgarh,17.805116640949404,80.09014689117569,G2 (General),77.93275939371429
