Year,Mineral,HS_Code,Flow,Country,Value_USD,Volume,Market_Share_Pct
2018-2019,LithiumCarbonate,28369100,Import,KOREA RP,0.04,1400.0,8.695652173913043
2018-2019,LithiumCarbonate,28369100,Import,MALAYSIA,,,
2018-2019,LithiumCarbonate,28369100,Import,NORWAY,0.0,250.0,0.0
2018-2019,LithiumCarbonate,28369100,Import,POLAND,,,
2018-2019,LithiumCarbonate,28369100,Import,SPAIN,,,
2018-2019,LithiumCarbonate,28369100,Import,U K,0.02,752.0,4.3478260869565215
2018-2019,LithiumCarbonate,28369100,Import,U S A,0.03,1012.0,6.521739130434782
2019-2020,LithiumCarbonate,28369100,Import,ARGENTINA,0.65,56000.0,5.798394290811775
2019-2020,LithiumCarbonate,28369100,Import,AUSTRIA,,,
2019-2020,LithiumCarbonate,28369100,Import,BELGIUM,2.46,206150.0,21.944692239072257
2019-2020,LithiumCarbonate,28369100,Import,CHILE,1.32,95000.0,11.775200713648527
2019-2020,LithiumCarbonate,28369100,Import,CHINA P RP,0.64,57000.0,5.709188224799286
2019-2020,LithiumCarbonate,28369100,Import,FRANCE,,,
2019-2020,LithiumCarbonate,28369100,Import,GERMANY,0.01,262.0,0.08920606601248884
2019-2020,LithiumCarbonate,28369100,Import,IRELAND,0.05,100000.0,0.44603033006244425
2019-2020,LithiumCarbonate,28369100,Import,ITALY,0.02,1400.0,0.1784121320249777
2019-2020,LithiumCarbonate,28369100,Import,JAPAN,0.18,12020.0,1.6057091882247994
2019-2020,LithiumCarbonate,28369100,Import,MALAYSIA,0.02,200.0,0.1784121320249777
2019-2020,LithiumCarbonate,28369100,Import,NETHERLAND,0.2,400000.0,1.784121320249777
2019-2020,LithiumCarbonate,28369100,Import,RUSSIA,0.0,2.0,0.0
2019-2020,LithiumCarbonate,28369100,Import,SINGAPORE,0.84,22803.0,7.493309545049062
2019-2020,LithiumCarbonate,28369100,Import,SLOVENIA,0.63,15000.0,5.619982158786797
2019-2020,LithiumCarbonate,28369100,Import,U K,0.21,20008.0,1.8733273862622655
2019-2020,LithiumCarbonate,28369100,Import,U S A,3.98,133268.0,35.50401427297056
2020-2021,LithiumCarbonate,28369100,Import,ARGENTINA,0.34,60000.0,3.9719626168224296
2020-2021,LithiumCarbonate,28369100,Import,AUSTRIA,0.12,2950.0,1.4018691588785044
2020-2021,LithiumCarbonate,28369100,Import,BELGIUM,1.74,266401.0,20.327102803738317
2020-2021,LithiumCarbonate,28369100,Import,CANADA,0.05,9000.0,0.5841121495327103
2020-2021,LithiumCarbonate,28369100,Import,CHILE,0.63,71200.0,7.359813084112149
2020-2021,LithiumCarbonate,28369100,Import,CHINA P RP,0.37,56805.0,4.322429906542056
2020-2021,LithiumCarbonate,28369100,Import,GERMANY,0.65,120002.0,7.593457943925233
2020-2021,LithiumCarbonate,28369100,Import,IRELAND,0.22,400000.0,2.570093457943925
2020-2021,LithiumCarbonate,28369100,Import,ITALY,0.01,600.0,0.11682242990654204
2020-2021,LithiumCarbonate,28369100,Import,JAPAN,0.0,40.0,0.0
2020-2021,LithiumCarbonate,28369100,Import,MALAYSIA,,,
2020-2021,LithiumCarbonate,28369100,Import,NETHERLAND,0.06,100200.0,0.7009345794392522
2020-2021,LithiumCarbonate,28369100,Import,RUSSIA,,,
2020-2021,LithiumCarbonate,28369100,Import,SINGAPORE,0.77,21000.0,8.995327102803738
2020-2021,LithiumCarbonate,28369100,Import,SLOVENIA,,,
2020-2021,LithiumCarbonate,28369100,Import,U K,0.08,13086.0,0.9345794392523363
2020-2021,LithiumCarbonate,28369100,Import,U S A,3.52,121805.0,41.1214953271028
2021-2022,LithiumCarbonate,28369100,Import,ARGENTINA,0.41,40000.0,4.7180667433832
2021-2022,LithiumCarbonate,28369100,Import,AUSTRIA,0.46,10000.0,5.293440736478712
2021-2022,LithiumCarbonate,28369100,Import,BELGIUM,3.45,510000.0,39.70080552359034
2021-2022,LithiumCarbonate,28369100,Import,CANADA,0.19,4000.0,2.186421173762946
2021-2022,LithiumCarbonate,28369100,Import,CHILE,0.28,38300.0,3.222094361334868
2021-2022,LithiumCarbonate,28369100,Import,CHINA P RP,0.35,23800.0,4.027617951668584
2021-2022,LithiumCarbonate,28369100,Import,GERMANY,0.37,46205.0,4.25776754890679
2021-2022,LithiumCarbonate,28369100,Import,IRELAND,0.17,300000.0,1.9562715765247412
2021-2022,LithiumCarbonate,28369100,Import,ITALY,0.02,800.0,0.23014959723820483
2021-2022,LithiumCarbonate,28369100,Import,JAPAN,,,
2021-2022,LithiumCarbonate,28369100,Import,NETHERLAND,0.11,200000.0,1.2658227848101267
2021-2022,LithiumCarbonate,28369100,Import,SINGAPORE,0.18,5000.0,2.0713463751438432
2021-2022,LithiumCarbonate,28369100,Import,SLOVENIA,0.46,10000.0,5.293440736478712
2021-2022,LithiumCarbonate,28369100,Import,U K,0.17,20000.0,1.9562715765247412
2021-2022,LithiumCarbonate,28369100,Import,U S A,2.07,33902.0,23.8204833141542
2022-2023,LithiumCarbonate,28369100,Import,ARGENTINA,1.48,43000.0,6.654676258992804
2022-2023,LithiumCarbonate,28369100,Import,AUSTRIA,,,
2022-2023,LithiumCarbonate,28369100,Import,BELGIUM,11.89,227000.0,53.46223021582733
2022-2023,LithiumCarbonate,28369100,Import,BRAZIL,0.0,50.0,0.0
2022-2023,LithiumCarbonate,28369100,Import,CANADA,,,
2022-2023,LithiumCarbonate,28369100,Import,CHILE,0.28,3600.0,1.2589928057553956
2022-2023,LithiumCarbonate,28369100,Import,CHINA P RP,0.0,14.0,0.0
2022-2023,LithiumCarbonate,28369100,Import,GERMANY,0.74,23080.0,3.327338129496402
2022-2023,LithiumCarbonate,28369100,Import,IRELAND,0.12,200000.0,0.539568345323741
2022-2023,LithiumCarbonate,28369100,Import,ITALY,,,
2022-2023,LithiumCarbonate,28369100,Import,NETHERLAND,0.22,400000.0,0.9892086330935251
2022-2023,LithiumCarbonate,28369100,Import,SINGAPORE,0.0,1.0,0.0
2022-2023,LithiumCarbonate,28369100,Import,SLOVENIA,0.6,13000.0,2.6978417266187047
2022-2023,LithiumCarbonate,28369100,Import,U K,2.81,40200.0,12.634892086330934
2022-2023,LithiumCarbonate,28369100,Import,U S A,4.1,75081.0,18.435251798561147
2023-2024,LithiumCarbonate,28369100,Import,BELGIUM,0.0,2.0,0.0
2023-2024,LithiumCarbonate,28369100,Import,CHINA P RP,2.23,231250.0,96.53679653679653
2023-2024,LithiumCarbonate,28369100,Import,ESTONIA,0.01,200.0,0.4329004329004329
2023-2024,LithiumCarbonate,28369100,Import,FRANCE,0.01,800.0,0.4329004329004329
2023-2024,LithiumCarbonate,28369100,Import,GERMANY,0.04,1830.0,1.7316017316017316
2023-2024,LithiumCarbonate,28369100,Import,JAPAN,0.0,17.0,0.0
2023-2024,LithiumCarbonate,28369100,Import,KOREA RP,0.0,1.0,0.0
2023-2024,LithiumCarbonate,28369100,Import,NETHERLAND,0.0,60.0,0.0
2023-2024,LithiumCarbonate,28369100,Import,POLAND,,,
2023-2024,LithiumCarbonate,28369100,Import,SPAIN,0.0,,0.0
2023-2024,LithiumCarbonate,28369100,Import,U K,0.01,4.0,0.4329004329004329
2023-2024,LithiumCarbonate,28369100,Import,U S A,0.01,10.0,0.4329004329004329
2024-2025,LithiumCarbonate,28369100,Import,BELGIUM,0.0,,0.0
2024-2025,LithiumCarbonate,28369100,Import,CHINA P RP,1.23,129870.0,96.09375
2024-2025,LithiumCarbonate,28369100,Import,ESTONIA,0.01,500.0,0.78125
2024-2025,LithiumCarbonate,28369100,Import,FRANCE,,,
2024-2025,LithiumCarbonate,28369100,Import,GERMANY,0.03,1070.0,2.34375
2024-2025,LithiumCarbonate,28369100,Import,JAPAN,0.0,32.0,0.0
2024-2025,LithiumCarbonate,28369100,Import,KOREA RP,0.0,,0.0
2024-2025,LithiumCarbonate,28369100,Import,NETHERLAND,,,
2024-2025,LithiumCarbonate,28369100,Import,SPAIN,,,
2024-2025,LithiumCarbonate,28369100,Import,U K,0.01,17.0,0.78125
2024-2025,LithiumCarbonate,28369100,Import,U S A,0.0,7.0,0.0
2018-2019,LithiumHydroxide,28252000,Import,BELGIUM,8.88,510002.0,28.092375830433408
2018-2019,LithiumHydroxide,28252000,Import,CANADA,0.0,,0.0
2018-2019,LithiumHydroxide,28252000,Import,CHILE,,,
2018-2019,LithiumHydroxide,28252000,Import,CHINA P RP,15.85,936907.0,50.14236001265422
2018-2019,LithiumHydroxide,28252000,Import,GERMANY,0.68,23269.0,2.151217968997153
2018-2019,LithiumHydroxide,28252000,Import,HONG KONG,0.0,35.0,0.0
2018-2019,LithiumHydroxide,28252000,Import,IRELAND,0.0,20.0,0.0
2018-2019,LithiumHydroxide,28252000,Import,JAPAN,0.37,20000.0,1.170515659601392
2018-2019,LithiumHydroxide,28252000,Import,JORDAN,,,
2018-2019,LithiumHydroxide,28252000,Import,NETHERLAND,0.41,25100.0,1.2970578930718126
2018-2019,LithiumHydroxide,28252000,Import,RUSSIA,4.07,209000.0,12.875672255615312
2018-2019,LithiumHydroxide,28252000,Import,SINGAPORE,0.77,50014.0,2.4359379943055997
2018-2019,LithiumHydroxide,28252000,Import,SWITZERLAND,0.32,20000.0,1.012337867763366
2018-2019,LithiumHydroxide,28252000,Import,TAIWAN,0.0,425.0,0.0
2018-2019,LithiumHydroxide,28252000,Import,U K,0.01,736.0,0.03163555836760519
2018-2019,LithiumHydroxide,28252000,Import,U S A,0.25,20009.0,0.7908889591901298
2019-2020,LithiumHydroxide,28252000,Import,BELGIUM,7.42,,39.87103707684041
2019-2020,LithiumHydroxide,28252000,Import,CANADA,0.0,,0.0
2019-2020,LithiumHydroxide,28252000,Import,CHILE,0.37,,1.9881783987103707
2019-2020,LithiumHydroxide,28252000,Import,CHINA P RP,3.01,,16.174099946265446
2019-2020,LithiumHydroxide,28252000,Import,GERMANY,0.5,,2.6867275658248255
2019-2020,LithiumHydroxide,28252000,Import,HONG KONG,0.21,,1.1284255776464267
2019-2020,LithiumHydroxide,28252000,Import,IRELAND,,,
2019-2020,LithiumHydroxide,28252000,Import,JAPAN,0.52,,2.7941966684578183
2019-2020,LithiumHydroxide,28252000,Import,LATVIA,1.18,,6.340677055346587
2019-2020,LithiumHydroxide,28252000,Import,NETHERLAND,0.06,,0.32240730789897903
2019-2020,LithiumHydroxide,28252000,Import,RUSSIA,5.27,,28.318108543793656
2019-2020,LithiumHydroxide,28252000,Import,SINGAPORE,,,
2019-2020,LithiumHydroxide,28252000,Import,SWITZERLAND,0.0,,0.0
2019-2020,LithiumHydroxide,28252000,Import,TAIWAN,,,
2019-2020,LithiumHydroxide,28252000,Import,U ARAB EMTS,0.0,,0.0
2019-2020,LithiumHydroxide,28252000,Import,U K,0.0,,0.0
2019-2020,LithiumHydroxide,28252000,Import,U S A,0.07,,0.3761418592154756
2020-2021,LithiumHydroxide,28252000,Import,BELGIUM,1.88,,11.311672683513837
2020-2021,LithiumHydroxide,28252000,Import,CANADA,,,
2020-2021,LithiumHydroxide,28252000,Import,CHILE,3.33,,20.03610108303249
2020-2021,LithiumHydroxide,28252000,Import,CHINA P RP,3.01,,18.110709987966302
2020-2021,LithiumHydroxide,28252000,Import,CZECH REPUBLIC,0.04,,0.24067388688327318
2020-2021,LithiumHydroxide,28252000,Import,GERMANY,0.32,,1.9253910950661854
2020-2021,LithiumHydroxide,28252000,Import,HONG KONG,,,
2020-2021,LithiumHydroxide,28252000,Import,JAPAN,0.0,,0.0
2020-2021,LithiumHydroxide,28252000,Import,LATVIA,2.41,,14.500601684717207
2020-2021,LithiumHydroxide,28252000,Import,NETHERLAND,0.0,,0.0
2020-2021,LithiumHydroxide,28252000,Import,RUSSIA,5.36,,32.250300842358605
2020-2021,LithiumHydroxide,28252000,Import,SWITZERLAND,0.0,,0.0
2020-2021,LithiumHydroxide,28252000,Import,U ARAB EMTS,0.13,,0.7821901323706377
2020-2021,LithiumHydroxide,28252000,Import,U K,0.14,,0.842358604091456
2020-2021,LithiumHydroxide,28252000,Import,U S A,0.0,,0.0
2021-2022,LithiumHydroxide,28252000,Import,BELGIUM,5.75,,19.834425664022078
2021-2022,LithiumHydroxide,28252000,Import,CHILE,,,
2021-2022,LithiumHydroxide,28252000,Import,CHINA P RP,2.06,,7.1058985857192125
2021-2022,LithiumHydroxide,28252000,Import,CZECH REPUBLIC,,,
2021-2022,LithiumHydroxide,28252000,Import,FRANCE,0.0,,0.0
2021-2022,LithiumHydroxide,28252000,Import,GERMANY,0.27,,0.9313556398758192
2021-2022,LithiumHydroxide,28252000,Import,JAPAN,,,
2021-2022,LithiumHydroxide,28252000,Import,LATVIA,1.62,,5.588133839254915
2021-2022,LithiumHydroxide,28252000,Import,NETHERLAND,,,
2021-2022,LithiumHydroxide,28252000,Import,RUSSIA,11.35,,39.15143152811314
2021-2022,LithiumHydroxide,28252000,Import,SINGAPORE,2.71,,9.348051052086925
2021-2022,LithiumHydroxide,28252000,Import,SWITZERLAND,,,
2021-2022,LithiumHydroxide,28252000,Import,U ARAB EMTS,4.29,,14.798206278026903
2021-2022,LithiumHydroxide,28252000,Import,U K,0.93,,3.2080027595722664
2021-2022,LithiumHydroxide,28252000,Import,U S A,0.01,,0.03449465332873405
2022-2023,LithiumHydroxide,28252000,Import,BELGIUM,34.45,,50.19670697945505
2022-2023,LithiumHydroxide,28252000,Import,CHINA P RP,4.05,,5.901209383651464
2022-2023,LithiumHydroxide,28252000,Import,FRANCE,,,
2022-2023,LithiumHydroxide,28252000,Import,GERMANY,1.24,,1.8067900335130411
2022-2023,LithiumHydroxide,28252000,Import,KENYA,0.06,,0.08742532420224391
2022-2023,LithiumHydroxide,28252000,Import,KOREA RP,0.86,,1.2530963135654962
2022-2023,LithiumHydroxide,28252000,Import,LATVIA,1.14,,1.6610811598426343
2022-2023,LithiumHydroxide,28252000,Import,NETHERLAND,1.17,,1.7047938219437564
2022-2023,LithiumHydroxide,28252000,Import,RUSSIA,10.91,,15.896838117441353
2022-2023,LithiumHydroxide,28252000,Import,SINGAPORE,2.73,,3.9778522512020986
2022-2023,LithiumHydroxide,28252000,Import,U ARAB EMTS,11.19,,16.30482296371849
2022-2023,LithiumHydroxide,28252000,Import,U K,0.19,,0.27684685997377245
2022-2023,LithiumHydroxide,28252000,Import,U S A,0.64,,0.9325367914906019
2023-2024,LithiumHydroxide,28252000,Import,BELGIUM,9.03,383925.0,30.15025041736227
2023-2024,LithiumHydroxide,28252000,Import,CHINA P RP,5.21,228290.0,17.395659432387312
2023-2024,LithiumHydroxide,28252000,Import,GERMANY,1.43,32149.0,4.774624373956595
2023-2024,LithiumHydroxide,28252000,Import,HONG KONG,0.61,20001.0,2.036727879799666
2023-2024,LithiumHydroxide,28252000,Import,JAPAN,0.66,36009.0,2.2036727879799667
2023-2024,LithiumHydroxide,28252000,Import,KENYA,,,
2023-2024,LithiumHydroxide,28252000,Import,KOREA RP,,,
2023-2024,LithiumHydroxide,28252000,Import,LATVIA,0.39,20000.0,1.302170283806344
2023-2024,LithiumHydroxide,28252000,Import,NETHERLAND,,,
2023-2024,LithiumHydroxide,28252000,Import,RUSSIA,9.27,304002.0,30.95158597662771
2023-2024,LithiumHydroxide,28252000,Import,SINGAPORE,,,
2023-2024,LithiumHydroxide,28252000,Import,TANZANIA REP,0.01,24000.0,0.0333889816360601
2023-2024,LithiumHydroxide,28252000,Import,U ARAB EMTS,3.01,85065.0,10.050083472454089
2023-2024,LithiumHydroxide,28252000,Import,U K,0.0,127.0,0.0
2023-2024,LithiumHydroxide,28252000,Import,U S A,0.33,13938.0,1.1018363939899833
2024-2025,LithiumHydroxide,28252000,Import,ARGENTINA,1.1,139212.0,4.7230571060541005
2024-2025,LithiumHydroxide,28252000,Import,AUSTRALIA,0.0,3.0,0.0
2024-2025,LithiumHydroxide,28252000,Import,BELGIUM,8.08,769000.0,34.69300128810649
2024-2025,LithiumHydroxide,28252000,Import,CHILE,0.87,80000.0,3.7355088020609704
2024-2025,LithiumHydroxide,28252000,Import,CHINA P RP,9.16,720066.0,39.330184628595966
2024-2025,LithiumHydroxide,28252000,Import,GERMANY,0.85,30328.0,3.64963503649635
2024-2025,LithiumHydroxide,28252000,Import,HONG KONG,,,
2024-2025,LithiumHydroxide,28252000,Import,JAPAN,0.4,37901.0,1.7174753112924004
2024-2025,LithiumHydroxide,28252000,Import,KOREA RP,0.0,20.0,0.0
2024-2025,LithiumHydroxide,28252000,Import,LATVIA,,,
2024-2025,LithiumHydroxide,28252000,Import,RUSSIA,1.69,120000.0,7.256333190210391
2024-2025,LithiumHydroxide,28252000,Import,TANZANIA REP,,,
2024-2025,LithiumHydroxide,28252000,Import,U ARAB EMTS,0.07,6000.0,0.3005581794761701
2024-2025,LithiumHydroxide,28252000,Import,U K,0.57,50000.0,2.44740231859167
2024-2025,LithiumHydroxide,28252000,Import,U S A,0.5,37779.0,2.1468441391155
2018-2019,Lithium (Carbonate),28369100,Import,ARGENTINA,0.42,26000.0,2.7149321266968323
2018-2019,Lithium (Carbonate),28369100,Import,AUSTRIA,0.32,8500.0,2.068519715578539
2018-2019,Lithium (Carbonate),28369100,Import,BELGIUM,2.42,229200.0,15.643180349062701
2018-2019,Lithium (Carbonate),28369100,Import,CHILE,3.99,238000.0,25.791855203619914
2018-2019,Lithium (Carbonate),28369100,Import,CHINA P RP,2.02,172033.0,13.05753070458953
2018-2019,Lithium (Carbonate),28369100,Import,FRANCE,0.06,110000.0,0.38784744667097604
2018-2019,Lithium (Carbonate),28369100,Import,GERMANY,0.0,147.0,0.0
2018-2019,Lithium (Carbonate),28369100,Import,IRELAND,0.24,440000.0,1.5513897866839041
2018-2019,Lithium (Carbonate),28369100,Import,ITALY,0.03,1400.0,0.19392372333548802
2018-2019,Lithium (Carbonate),28369100,Import,JAPAN,,,
2018-2019,Lithium (Carbonate),28369100,Import,SINGAPORE,0.13,3531.0,0.8403361344537815
2018-2019,Lithium (Carbonate),28369100,Import,SLOVENIA,0.6,14500.0,3.8784744667097604
2018-2019,Lithium (Carbonate),28369100,Import,U K,0.38,160002.0,2.4563671622495153
2018-2019,Lithium (Carbonate),28369100,Import,U S A,4.86,130411.0,31.41564318034906
2019-2020,Lithium (Carbonate),28369100,Import,ARGENTINA,0.65,56000.0,5.798394290811775
2019-2020,Lithium (Carbonate),28369100,Import,AUSTRIA,,,
2019-2020,Lithium (Carbonate),28369100,Import,BELGIUM,2.46,206150.0,21.944692239072257
2019-2020,Lithium (Carbonate),28369100,Import,CHILE,1.32,95000.0,11.775200713648527
2019-2020,Lithium (Carbonate),28369100,Import,CHINA P RP,0.64,57000.0,5.709188224799286
2019-2020,Lithium (Carbonate),28369100,Import,FRANCE,,,
2019-2020,Lithium (Carbonate),28369100,Import,GERMANY,0.01,262.0,0.08920606601248884
2019-2020,Lithium (Carbonate),28369100,Import,IRELAND,0.05,100000.0,0.44603033006244425
2019-2020,Lithium (Carbonate),28369100,Import,ITALY,0.02,1400.0,0.1784121320249777
2019-2020,Lithium (Carbonate),28369100,Import,JAPAN,0.18,12020.0,1.6057091882247994
2019-2020,Lithium (Carbonate),28369100,Import,MALAYSIA,0.02,200.0,0.1784121320249777
2019-2020,Lithium (Carbonate),28369100,Import,NETHERLAND,0.2,400000.0,1.784121320249777
2019-2020,Lithium (Carbonate),28369100,Import,RUSSIA,0.0,2.0,0.0
2019-2020,Lithium (Carbonate),28369100,Import,SINGAPORE,0.84,22803.0,7.493309545049062
2019-2020,Lithium (Carbonate),28369100,Import,SLOVENIA,0.63,15000.0,5.619982158786797
2019-2020,Lithium (Carbonate),28369100,Import,U K,0.21,20008.0,1.8733273862622655
2019-2020,Lithium (Carbonate),28369100,Import,U S A,3.98,133268.0,35.50401427297056
2020-2021,Lithium (Carbonate),28369100,Import,ARGENTINA,0.34,60000.0,3.9719626168224296
2020-2021,Lithium (Carbonate),28369100,Import,AUSTRIA,0.12,2950.0,1.4018691588785044
2020-2021,Lithium (Carbonate),28369100,Import,BELGIUM,1.74,266401.0,20.327102803738317
2020-2021,Lithium (Carbonate),28369100,Import,CANADA,0.05,9000.0,0.5841121495327103
2020-2021,Lithium (Carbonate),28369100,Import,CHILE,0.63,71200.0,7.359813084112149
2020-2021,Lithium (Carbonate),28369100,Import,CHINA P RP,0.37,56805.0,4.322429906542056
2020-2021,Lithium (Carbonate),28369100,Import,GERMANY,0.65,120002.0,7.593457943925233
2020-2021,Lithium (Carbonate),28369100,Import,IRELAND,0.22,400000.0,2.570093457943925
2020-2021,Lithium (Carbonate),28369100,Import,ITALY,0.01,600.0,0.11682242990654204
2020-2021,Lithium (Carbonate),28369100,Import,JAPAN,0.0,40.0,0.0
2020-2021,Lithium (Carbonate),28369100,Import,MALAYSIA,,,
2020-2021,Lithium (Carbonate),28369100,Import,NETHERLAND,0.06,100200.0,0.7009345794392522
2020-2021,Lithium (Carbonate),28369100,Import,RUSSIA,,,
2020-2021,Lithium (Carbonate),28369100,Import,SINGAPORE,0.77,21000.0,8.995327102803738
2020-2021,Lithium (Carbonate),28369100,Import,SLOVENIA,,,
2020-2021,Lithium (Carbonate),28369100,Import,U K,0.08,13086.0,0.9345794392523363
2020-2021,Lithium (Carbonate),28369100,Import,U S A,3.52,121805.0,41.1214953271028
2021-2022,Lithium (Carbonate),28369100,Import,ARGENTINA,0.41,40000.0,4.7180667433832
2021-2022,Lithium (Carbonate),28369100,Import,AUSTRIA,0.46,10000.0,5.293440736478712
2021-2022,Lithium (Carbonate),28369100,Import,BELGIUM,3.45,510000.0,39.70080552359034
2021-2022,Lithium (Carbonate),28369100,Import,CANADA,0.19,4000.0,2.186421173762946
2021-2022,Lithium (Carbonate),28369100,Import,CHILE,0.28,38300.0,3.222094361334868
2021-2022,Lithium (Carbonate),28369100,Import,CHINA P RP,0.35,23800.0,4.027617951668584
2021-2022,Lithium (Carbonate),28369100,Import,GERMANY,0.37,46205.0,4.25776754890679
2021-2022,Lithium (Carbonate),28369100,Import,IRELAND,0.17,300000.0,1.9562715765247412
2021-2022,Lithium (Carbonate),28369100,Import,ITALY,0.02,800.0,0.23014959723820483
2021-2022,Lithium (Carbonate),28369100,Import,JAPAN,,,
2021-2022,Lithium (Carbonate),28369100,Import,NETHERLAND,0.11,200000.0,1.2658227848101267
2021-2022,Lithium (Carbonate),28369100,Import,SINGAPORE,0.18,5000.0,2.0713463751438432
2021-2022,Lithium (Carbonate),28369100,Import,SLOVENIA,0.46,10000.0,5.293440736478712
2021-2022,Lithium (Carbonate),28369100,Import,U K,0.17,20000.0,1.9562715765247412
2021-2022,Lithium (Carbonate),28369100,Import,U S A,2.07,33902.0,23.8204833141542
2022-2023,Lithium (Carbonate),28369100,Import,ARGENTINA,1.48,43000.0,6.654676258992804
2022-2023,Lithium (Carbonate),28369100,Import,AUSTRIA,,,
2022-2023,Lithium (Carbonate),28369100,Import,BELGIUM,11.89,227000.0,53.46223021582733
2022-2023,Lithium (Carbonate),28369100,Import,BRAZIL,0.0,50.0,0.0
2022-2023,Lithium (Carbonate),28369100,Import,CANADA,,,
2022-2023,Lithium (Carbonate),28369100,Import,CHILE,0.28,3600.0,1.2589928057553956
2022-2023,Lithium (Carbonate),28369100,Import,CHINA P RP,0.0,14.0,0.0
2022-2023,Lithium (Carbonate),28369100,Import,GERMANY,0.74,23080.0,3.327338129496402
2022-2023,Lithium (Carbonate),28369100,Import,IRELAND,0.12,200000.0,0.539568345323741
2022-2023,Lithium (Carbonate),28369100,Import,ITALY,,,
2022-2023,Lithium (Carbonate),28369100,Import,NETHERLAND,0.22,400000.0,0.9892086330935251
2022-2023,Lithium (Carbonate),28369100,Import,SINGAPORE,0.0,1.0,0.0
2022-2023,Lithium (Carbonate),28369100,Import,SLOVENIA,0.6,13000.0,2.6978417266187047
2022-2023,Lithium (Carbonate),28369100,Import,U K,2.81,40200.0,12.634892086330934
2022-2023,Lithium (Carbonate),28369100,Import,U S A,4.1,75081.0,18.435251798561147
2023-2024,Lithium (Carbonate),28369100,Import,ARGENTINA,3.78,95000.0,15.353371242891958
2023-2024,Lithium (Carbonate),28369100,Import,BELGIUM,4.66,166860.0,18.927701056051994
2023-2024,Lithium (Carbonate),28369100,Import,BRAZIL,1.73,28600.0,7.0268074735987005
2023-2024,Lithium (Carbonate),28369100,Import,CHILE,0.37,13600.0,1.502843216896832
2023-2024,Lithium (Carbonate),28369100,Import,CHINA P RP,3.96,126032.0,16.084484159220146
2023-2024,Lithium (Carbonate),28369100,Import,GERMANY,1.62,38010.0,6.580016246953697
2023-2024,Lithium (Carbonate),28369100,Import,HONG KONG,0.0,1.0,0.0
2023-2024,Lithium (Carbonate),28369100,Import,IRELAND,0.23,400000.0,0.9341998375304632
2023-2024,Lithium (Carbonate),28369100,Import,JAPAN,0.04,380.0,0.16246953696181968
2023-2024,Lithium (Carbonate),28369100,Import,NETHERLAND,0.12,200000.0,0.487408610885459
2023-2024,Lithium (Carbonate),28369100,Import,SINGAPORE,0.02,300.0,0.08123476848090984
2023-2024,Lithium (Carbonate),28369100,Import,SLOVENIA,1.1,5000.0,4.467912266450042
2023-2024,Lithium (Carbonate),28369100,Import,U K,0.73,20000.0,2.9650690495532093
2023-2024,Lithium (Carbonate),28369100,Import,U S A,6.26,52300.0,25.42648253452478
2024-2025,Lithium (Carbonate),28369100,Import,ARGENTINA,,,
2024-2025,Lithium (Carbonate),28369100,Import,BELGIUM,0.98,75600.0,7.980456026058631
2024-2025,Lithium (Carbonate),28369100,Import,BRAZIL,0.02,300.0,0.16286644951140064
2024-2025,Lithium (Carbonate),28369100,Import,CANADA,0.72,8000.0,5.8631921824104225
2024-2025,Lithium (Carbonate),28369100,Import,CHILE,1.61,147000.0,13.110749185667753
2024-2025,Lithium (Carbonate),28369100,Import,CHINA P RP,3.26,222552.0,26.547231270358303
2024-2025,Lithium (Carbonate),28369100,Import,GERMANY,1.11,88665.0,9.039087947882736
2024-2025,Lithium (Carbonate),28369100,Import,HONG KONG,0.0,1.0,0.0
2024-2025,Lithium (Carbonate),28369100,Import,IRELAND,0.22,400000.0,1.7915309446254069
2024-2025,Lithium (Carbonate),28369100,Import,ITALY,0.01,500.0,0.08143322475570032
2024-2025,Lithium (Carbonate),28369100,Import,JAPAN,0.07,1379.0,0.5700325732899023
2024-2025,Lithium (Carbonate),28369100,Import,NETHERLAND,,,
2024-2025,Lithium (Carbonate),28369100,Import,SINGAPORE,,,
2024-2025,Lithium (Carbonate),28369100,Import,SLOVENIA,,,
2024-2025,Lithium (Carbonate),28369100,Import,THAILAND,0.02,200.0,0.16286644951140064
2024-2025,Lithium (Carbonate),28369100,Import,U ARAB EMTS,0.0,41.0,0.0
2024-2025,Lithium (Carbonate),28369100,Import,U K,0.29,20000.0,2.361563517915309
2024-2025,Lithium (Carbonate),28369100,Import,U S A,3.97,42456.0,32.328990228013026
2024-2025,Lithium (Carbonate),28369100,Import,ZIMBABWE,0.0,145.0,0.0
2018-2019,RareEarthMetal-Compounds,28461010,Import,AUSTRIA,,,
2018-2019,RareEarthMetal-Compounds,28461010,Import,BELGIUM,0.01,520.0,2.1739130434782608
2018-2019,RareEarthMetal-Compounds,28461010,Import,CHINA P RP,0.33,98701.0,71.73913043478261
2018-2019,RareEarthMetal-Compounds,28461010,Import,FRANCE,0.01,400.0,2.1739130434782608
2018-2019,RareEarthMetal-Compounds,28461010,Import,GERMANY,0.0,250.0,0.0
2018-2019,RareEarthMetal-Compounds,28461010,Import,JAPAN,0.02,670.0,4.3478260869565215
2018-2019,RareEarthMetal-Compounds,28461010,Import,KOREA RP,0.04,1400.0,8.695652173913043
2018-2019,RareEarthMetal-Compounds,28461010,Import,MALAYSIA,,,
2018-2019,RareEarthMetal-Compounds,28461010,Import,NORWAY,0.0,250.0,0.0
