date,mineral,export_value,import_value,trade_balance,dependency_ratio,mom_growth,yoy_growth,ma_3m,ma_12m,year,month,quarter,day_of_year,month_sin,month_cos,lag_1m,lag_3m,lag_6m,lag_12m
2017-11-30,Lithium,7263.094306856122,13407.426759617745,-6144.332452761623,64.8625485371225,4.560438083713669,,14035.825669630833,,2017,11,4,334,-0.5000000000000004,0.8660254037844384,12822.657407846196,13675.958909785495,15796.833197455648,
2017-12-31,Copper,13998.457575096945,13554.148208296348,444.30936680059676,49.19370717547813,50.75796331045541,,12491.558685945993,,2017,12,4,365,-2.4492935982947064e-16,1.0,8990.66816151153,13386.484125899246,11173.893876744603,
2017-12-31,Graphite,19505.712258122792,14580.487202645696,4925.225055477096,42.77533850444989,22.09670893442832,,12638.328858966044,,2017,12,4,365,-2.4492935982947064e-16,1.0,11941.75283666008,10657.840850099847,7620.473318299174,
2017-12-31,Lithium,14979.999043386035,17910.423243164023,-2930.424199777988,54.454829090133536,33.585836896823466,,14713.502470209321,,2017,12,4,365,-2.4492935982947064e-16,1.0,13407.426759617745,15877.392841428558,12287.338964165066,
2018-01-31,Lithium,12319.220195758371,12688.463556221748,-369.24336046337703,50.738259816713615,-29.155981497731332,,14668.771186334503,,2018,1,1,31,0.49999999999999994,0.8660254037844387,17910.423243164023,12822.657407846196,7931.450478441637,
2018-01-31,Copper,14405.594490678512,12429.968094985168,1975.6263956933435,46.31901438736973,-8.293993071605055,,11658.261488264348,,2018,1,1,31,0.49999999999999994,0.8660254037844387,13554.148208296348,14929.859688030094,14565.814440445876,
2018-01-31,Graphite,10678.977878992897,9266.412970910036,1412.5649080828607,46.45891895848776,-36.4464791736959,,11929.551003405271,,2018,1,1,31,0.49999999999999994,0.8660254037844387,14580.487202645696,11392.746537592358,14619.58097492463,
2018-02-28,Lithium,10956.891730047555,8695.082482238826,2261.809247808729,44.2453383477507,-31.472534529405493,,13097.989760541532,,2018,2,1,59,0.8660254037844386,0.5000000000000001,12688.463556221748,13407.426759617745,13675.958909785495,
2018-02-28,Copper,12299.544926124876,6264.0287977797925,6035.516128345083,33.74365782658262,-49.60543140648128,,10749.38170035377,,2018,2,1,59,0.8660254037844386,0.5000000000000001,12429.968094985168,8990.66816151153,16486.660210893107,
2018-02-28,Graphite,10472.059087394708,8996.820640899055,1475.2384464956522,46.211290872705646,-2.9093493982764396,,10947.906938151596,,2018,2,1,59,0.8660254037844386,0.5000000000000001,9266.412970910036,11941.75283666008,13220.4377580007,
2018-03-31,Copper,9053.016166608451,7831.27597452366,1221.7401920847915,46.38202128382839,25.019795204315763,,8841.75762242954,11535.593461655793,2018,3,1,90,1.0,6.123233995736766e-17,6264.0287977797925,13554.148208296348,13386.484125899246,
2018-03-31,Graphite,12924.38583665496,7896.859586688129,5027.526249966831,37.92693196841535,-12.22610851227337,,8720.03106616574,10558.966725462029,2018,3,1,90,1.0,6.123233995736766e-17,8996.820640899055,14580.487202645696,10657.840850099847,
2018-03-31,Lithium,7306.686570877566,16466.362223630964,-9159.675652753398,69.26483164176494,89.37557242575087,,12616.636087363846,13217.0794890518,2018,3,1,90,1.0,6.123233995736766e-17,8695.082482238826,17910.423243164023,15877.392841428558,
2018-04-30,Copper,10397.380241843392,9911.476716804631,485.90352503876056,48.80371523117196,26.56273063352872,-0.051477172461089626,8002.260496369362,11535.168063676028,2018,4,2,120,0.8660254037844387,-0.4999999999999998,7831.27597452366,12429.968094985168,14929.859688030094,9916.581492561801
2018-04-30,Graphite,10225.048114542751,8037.360754824012,2187.6873597187396,44.01040855188509,1.7792030691887728,19.234918660612465,8310.346994137066,10667.015317058676,2018,4,2,120,0.8660254037844387,-0.4999999999999998,7896.859586688129,9266.412970910036,11392.746537592358,6740.777655664253
2018-04-30,Lithium,12249.433176570938,13891.039447319125,-1641.606270748187,53.13997052457251,-15.639901159322122,25.761253051671453,13017.494717729636,13454.202459276252,2018,4,2,120,0.8660254037844387,-0.4999999999999998,16466.362223630964,12688.463556221748,12822.657407846196,11045.563804625675
2018-05-31,Copper,11799.984923691267,11146.439811070086,653.545112621181,48.57593259042414,12.459930336834768,25.27272914245513,9629.730834132793,11722.559842248678,2018,5,2,151,0.49999999999999994,-0.8660254037844387,9911.476716804631,6264.0287977797925,8990.66816151153,8897.738468198295
2018-05-31,Graphite,12060.392950286485,14012.217781943662,-1951.8248316571771,53.74305598258404,74.33854482061852,43.37081169152406,9982.146041151935,11020.249267790614,2018,5,2,151,0.49999999999999994,-0.8660254037844387,8037.360754824012,8996.820640899055,11941.75283666008,9773.41037316039
2018-05-31,Lithium,13364.642852293982,15655.033854583151,-2290.3910022891687,53.94627242995163,12.69879344849507,-0.8976441106900879,15337.47850851108,13442.385847370211,2018,5,2,151,0.49999999999999994,-0.8660254037844387,13891.039447319125,8695.082482238826,13407.426759617745,15796.833197455648
2018-06-30,Lithium,9250.240838996973,13816.763387826519,-4566.5225488295455,59.898386682392335,-11.742360213538994,12.447157420511324,14454.278896576265,13569.837882675332,2018,6,2,181,1.2246467991473532e-16,-1.0,15655.033854583151,16466.362223630964,17910.423243164023,12287.338964165066
2018-06-30,Copper,5809.211309175985,5043.955365143314,765.2559440326704,46.47450386142409,-54.748283302674714,-54.85946599474223,8700.623964339344,11211.731632948571,2018,6,2,181,1.2246467991473532e-16,-1.0,11146.439811070086,7831.27597452366,13554.148208296348,11173.893876744603
2018-06-30,Graphite,12880.935775148728,9334.155709601539,3546.780065547189,42.017183300861255,-33.38559352374853,22.48787338690983,10461.244748789737,11163.056133732478,2018,6,2,181,1.2246467991473532e-16,-1.0,14012.217781943662,7896.859586688129,14580.487202645696,7620.473318299174
2018-07-31,Lithium,7514.73857030521,15642.907503714421,-8128.168933409212,67.54964409471681,13.21687333443704,97.22631498782204,15038.234915374696,14212.459301448063,2018,7,3,212,-0.4999999999999997,-0.8660254037844388,13816.763387826519,13891.039447319125,12688.463556221748,7931.450478441637
2018-07-31,Graphite,9711.312716141656,10999.09568331188,-1287.7829671702239,53.10902359415617,17.83707092005877,-24.764631064478337,11448.489724952358,10861.349026098082,2018,7,3,212,-0.4999999999999997,-0.8660254037844388,9334.155709601539,8037.360754824012,9266.412970910036,14619.58097492463
2018-07-31,Copper,14340.356666096242,9749.304856390474,4591.051809705768,40.47090843219153,93.28689789294886,-33.067217791001625,8646.566677534625,10810.355834277287,2018,7,3,212,-0.4999999999999997,-0.8660254037844388,5043.955365143314,9911.476716804631,12429.968094985168,14565.814440445876
2018-08-31,Copper,12842.465820124802,9821.231093305621,3021.2347268191807,43.33463834616318,0.737757593742705,-40.42922600651093,8204.830438279803,10254.903407811666,2018,8,3,243,-0.8660254037844385,-0.5000000000000004,9749.304856390474,11146.439811070086,6264.0287977797925,16486.660210893107
2018-08-31,Graphite,15037.847224012668,14252.26398117223,785.5832428404392,48.65896165887315,29.576688770842697,7.804781067458166,11528.505124695215,10947.33454469571,2018,8,3,243,-0.8660254037844385,-0.5000000000000004,10999.09568331188,14012.217781943662,8996.820640899055,13220.4377580007
2018-08-31,Lithium,16670.42062786787,10808.793116123776,5861.627511744093,39.334433717147846,-30.902914860570398,-20.965007372244948,13422.821335888237,13973.528818642919,2018,8,3,243,-0.8660254037844385,-0.5000000000000004,15642.907503714421,15655.033854583151,8695.082482238826,13675.958909785495
2018-09-30,Copper,4171.084793177125,18861.40777224993,-14690.322979072807,81.8904324778199,92.04728605873356,40.8988917094234,12810.64790731534,10711.147045007554,2018,9,3,273,-1.0,-1.8369701987210297e-16,9821.231093305621,5043.955365143314,7831.27597452366,13386.484125899246
2018-09-30,Graphite,9950.650750780334,13517.863485311329,-3567.2127345309946,57.599996954739176,-5.152869023693851,26.834915959405503,12923.074383265144,11185.669764296666,2018,9,3,273,-1.0,-1.8369701987210297e-16,14252.26398117223,9334.155709601539,7896.859586688129,10657.840850099847
2018-09-30,Lithium,20387.960215730796,14451.671471770973,5936.2887439598235,41.480551807771576,33.7029149925445,-8.97956852171271,13634.457363869724,13854.71870450479,2018,9,3,273,-1.0,-1.8369701987210297e-16,10808.793116123776,13816.763387826519,16466.362223630964,15877.392841428558
2018-10-31,Lithium,10249.420017742885,15341.11520353557,-5091.695185792685,59.94839525974227,6.154608022345265,19.640685355504605,13533.859930476772,14064.590187478903,2018,10,4,304,-0.8660254037844386,0.5000000000000001,14451.671471770973,15642.907503714421,13891.039447319125,12822.657407846196
2018-10-31,Copper,14127.924410506494,18890.865356413917,-4762.940945907423,57.21247050471718,0.15617913848045006,26.53076285478777,15857.834740656488,11041.230850706206,2018,10,4,304,-0.8660254037844386,0.5000000000000001,18861.40777224993,9749.304856390474,9911.476716804631,14929.859688030094
2018-10-31,Graphite,14315.641064693104,14542.385478016151,-226.7444133230474,50.39286195296042,7.579023074305202,27.646002042009865,14104.170981499903,11448.139675998651,2018,10,4,304,-0.8660254037844386,0.5000000000000001,13517.863485311329,10999.09568331188,8037.360754824012,11392.746537592358
2018-11-30,Graphite,11192.370816457358,13666.167279733134,-2473.7964632757757,54.975748078393394,-6.025271435746249,14.44021214188307,13908.80541435354,11591.84087958807,2018,11,4,334,-0.5000000000000004,0.8660254037844384,14542.385478016151,14252.26398117223,14012.217781943662,11941.75283666008
2018-11-30,Lithium,17275.73528611145,11085.056197679261,6190.679088432187,39.08584922256067,-27.742826707118674,-17.321523388315686,13625.947624328599,13871.059307317364,2018,11,4,334,-0.5000000000000004,0.8660254037844384,15341.11520353557,10808.793116123776,15655.033854583151,13407.426759617745
2018-11-30,Copper,15468.98280322526,17246.89238283854,-1777.9095796132806,52.71719703278889,-8.70247573395152,91.83104162014759,18333.055170500797,11729.249535816789,2018,11,4,334,-0.5000000000000004,0.8660254037844384,18890.865356413917,9821.231093305621,11146.439811070086,8990.66816151153
2018-12-31,Lithium,18097.96981308886,16104.038858094611,1993.93095499425,47.08506746758091,45.2770159294827,-10.08565995646622,14176.736753103147,13720.527275228245,2018,12,4,365,-2.4492935982947064e-16,1.0,11085.056197679261,14451.671471770973,13816.763387826519,17910.423243164023
2018-12-31,Graphite,9634.307711620764,17418.042472299607,-7783.734760678843,64.38642984391318,27.453748485359796,19.461319983457237,15208.865076682961,11828.303818725899,2018,12,4,365,-2.4492935982947064e-16,1.0,13666.167279733134,13517.863485311329,9334.155709601539,14580.487202645696
2018-12-31,Copper,10399.860084619933,11407.164705679197,-1007.3046210592638,52.30958746263122,-33.8595936446507,-15.840047412961045,15848.307481643884,11550.334243932028,2018,12,4,365,-2.4492935982947064e-16,1.0,17246.89238283854,18861.40777224993,5043.955365143314,13554.148208296348
2019-01-31,Copper,11965.413867104633,8259.101038184526,3706.3128289201068,40.83707854977817,-27.597249173822913,-33.55492970640339,12304.386042234088,11202.761989198641,2019,1,1,31,0.49999999999999994,0.8660254037844387,11407.164705679197,18890.865356413917,9749.304856390474,12429.968094985168
2019-01-31,Graphite,8771.484935114731,9546.159855755997,-774.674920641266,52.11455929374543,-45.193842126992635,3.018933925394518,13543.45653592958,11851.616059129725,2019,1,1,31,0.49999999999999994,0.8660254037844387,17418.042472299607,14542.385478016151,10999.09568331188,9266.412970910036
2019-01-31,Lithium,13087.921911337224,8464.143136527602,4623.778774809622,39.27300292445132,-47.440867405302214,-33.292607895167606,11884.412730767159,13368.500573587067,2019,1,1,31,0.49999999999999994,0.8660254037844387,16104.038858094611,15341.11520353557,15642.907503714421,12688.463556221748
2019-02-28,Copper,10448.726340187766,14884.33096329417,-4435.604623106403,58.75457819790417,80.21732503911791,137.61594085534435,11516.86556905263,11921.120502991505,2019,2,1,59,0.8660254037844386,0.5000000000000001,8259.101038184526,17246.89238283854,9821.231093305621,6264.0287977797925
2019-02-28,Graphite,14599.994442462452,16003.360023224148,-1403.365580761696,52.29282966730852,67.64186086381831,77.87794891090468,14322.520783759917,12435.494340990152,2019,2,1,59,0.8660254037844386,0.5000000000000001,9546.159855755997,13666.167279733134,14252.26398117223,8996.820640899055
2019-02-28,Lithium,15052.243038116954,16191.00770987272,-1138.7646717557654,51.822417073276284,91.28938923538867,86.2087880471012,13586.396568164977,13993.161009223224,2019,2,1,59,0.8660254037844386,0.5000000000000001,8464.143136527602,11085.056197679261,10808.793116123776,8695.082482238826
2019-03-31,Copper,9275.135870142523,17811.538448111067,-8536.402577968543,65.75756860674457,19.66636923107663,127.44107736791209,13651.65681652992,12752.809042457122,2019,3,1,90,1.0,6.123233995736766e-17,14884.33096329417,11407.164705679197,18861.40777224993,7831.27597452366
2019-03-31,Graphite,8305.803313370034,10243.253128105907,-1937.4498147358736,55.222502343579336,-35.99310948925193,29.712995598568504,11930.92433569535,12631.0271361083,2019,3,1,90,1.0,6.123233995736766e-17,16003.360023224148,17418.042472299607,13517.863485311329,7896.859586688129
2019-03-31,Lithium,7841.684300683,11755.509111529012,-3913.824810846012,59.98567684801005,-27.39482728823045,-28.608948644050724,12136.88665264311,13600.58991654806,2019,3,1,90,1.0,6.123233995736766e-17,16191.00770987272,16104.038858094611,14451.671471770973,16466.362223630964
2019-04-30,Copper,11778.176686904979,20824.69329300944,-9046.516606104462,63.873804072582764,16.91687022811845,110.10686790699671,17840.187568138226,13662.243757140857,2019,4,2,120,0.8660254037844387,-0.4999999999999998,17811.538448111067,8259.101038184526,18890.865356413917,9911.476716804631
2019-04-30,Graphite,10630.938540767736,12611.035690887138,-1980.0971501194017,54.25974388058346,23.11553305545482,56.90518412176551,12952.549614072397,13012.16671411356,2019,4,2,120,0.8660254037844387,-0.4999999999999998,10243.253128105907,9546.159855755997,14542.385478016151,8037.360754824012
2019-04-30,Lithium,17053.30041579062,16904.21410182782,149.0863139628018,49.780481115769746,43.798230612141694,21.691498796299346,14950.243641076517,13851.687804423787,2019,4,2,120,0.8660254037844387,-0.4999999999999998,11755.509111529012,8464.143136527602,15341.11520353557,13891.039447319125
2019-05-31,Lithium,9337.616343460795,10229.737118899524,-892.1207754387287,52.27961532241652,-39.48410108108248,-34.655285872124274,12963.15344408545,13399.579743116818,2019,5,2,151,0.49999999999999994,-0.8660254037844387,16904.21410182782,16191.00770987272,11085.056197679261,15655.033854583151
2019-05-31,Graphite,17402.61989997045,15634.583152172576,1768.0367477978743,47.324173076928815,23.975409596773112,11.578219775598386,12829.623990388538,13147.3638282993,2019,5,2,151,0.49999999999999994,-0.8660254037844387,12611.035690887138,16003.360023224148,13666.167279733134,14012.217781943662
2019-05-31,Copper,14490.697712318835,10853.68496557151,3637.012746747325,42.82481488507482,-47.88069714709824,-2.6264426172007527,16496.638902230672,13637.847520015976,2019,5,2,151,0.49999999999999994,-0.8660254037844387,20824.69329300944,14884.33096329417,17246.89238283854,11146.439811070086
2019-06-30,Copper,11137.677688693191,16415.05514143868,-5277.377452745488,59.57686753847899,51.239465614748745,225.44013483696395,16031.144466673211,14585.439168040588,2019,6,2,181,1.2246467991473532e-16,-1.0,10853.68496557151,17811.538448111067,11407.164705679197,5043.955365143314
2019-06-30,Graphite,16660.0116722347,4367.433854452914,12292.577817781788,20.77015892829138,-72.06555613319298,-53.210188576987505,10871.017565837541,12733.47034037025,2019,6,2,181,1.2246467991473532e-16,-1.0,15634.583152172576,10243.253128105907,17418.042472299607,9334.155709601539
2019-06-30,Lithium,9834.442052911016,14894.010290402195,-5059.568237491179,60.230256562860326,45.59523981203179,7.796666066705615,14009.320503709845,13489.350318331455,2019,6,2,181,1.2246467991473532e-16,-1.0,10229.737118899524,11755.509111529012,16104.038858094611,13816.763387826519
2019-07-31,Copper,18826.25622506504,7852.035993242813,10974.220231822228,29.43230372090455,-52.16564351696336,-19.460555302094583,11706.925366751,14427.333429444952,2019,7,3,212,-0.4999999999999997,-0.8660254037844388,16415.05514143868,20824.69329300944,8259.101038184526,9749.304856390474
2019-07-31,Graphite,11736.455667851378,14401.40404484168,-2664.9483769903018,55.097870304384855,229.7452125155464,30.932619003322912,11467.807017155725,13016.996037164403,2019,7,3,212,-0.4999999999999997,-0.8660254037844388,4367.433854452914,12611.035690887138,9546.159855755997,10999.09568331188
2019-07-31,Lithium,7054.727329431906,10592.927443773773,-3538.2001143418674,60.024561789688605,-28.877936585018137,-32.28287362014719,11905.558284358494,13068.518646669736,2019,7,3,212,-0.4999999999999997,-0.8660254037844388,14894.010290402195,16904.21410182782,8464.143136527602,15642.907503714421
2019-08-31,Copper,9956.819169728296,13478.172363957754,-3521.3531942294576,57.51302425086814,71.65194321009987,37.23505979962929,12581.754499546414,14732.078535332628,2019,8,3,243,-0.8660254037844385,-0.5000000000000004,7852.035993242813,10853.68496557151,14884.33096329417,9821.231093305621
2019-08-31,Graphite,9229.592359571667,12559.283452463187,-3329.6910928915204,57.640805155841036,-12.791256926357164,-11.878677878444666,10442.707117252592,12875.914326438646,2019,8,3,243,-0.8660254037844385,-0.5000000000000004,14401.40404484168,15634.583152172576,16003.360023224148,14252.26398117223
2019-08-31,Lithium,10458.807632715485,15090.064837051184,-4631.2572043356995,59.06352562097625,42.4541508204203,39.60915594305268,13525.667523742382,13425.291290080355,2019,8,3,243,-0.8660254037844385,-0.5000000000000004,10592.927443773773,10229.737118899524,16191.00770987272,10808.793116123776
2019-09-30,Copper,13203.825769624871,14183.14654793252,-979.3207783076487,51.78793180741601,5.230487969273567,-24.80335127052583,11837.784968377695,14342.223433306179,2019,9,3,273,-1.0,-1.8369701987210297e-16,13478.172363957754,16415.05514143868,17811.538448111067,18861.40777224993
2019-09-30,Graphite,7809.055296494202,9626.639346751623,-1817.584050257421,55.21225017829017,-23.3504094147696,-28.785792538798425,12195.775614685495,12551.64564822534,2019,9,3,273,-1.0,-1.8369701987210297e-16,12559.283452463187,4367.433854452914,10243.253128105907,13517.863485311329
2019-09-30,Lithium,15598.076841497137,9397.194318601618,6200.882522895519,37.59588867194546,-37.72595134562745,-34.97503498500133,11693.39553314219,13004.084860649573,2019,9,3,273,-1.0,-1.8369701987210297e-16,15090.064837051184,14894.010290402195,11755.509111529012,14451.671471770973
2019-10-31,Graphite,18449.8946243046,14039.063226155618,4410.831398148983,43.2117991927425,45.83555818877652,-3.4610707618870973,12074.995341790142,12509.702127236962,2019,10,4,304,-0.8660254037844386,0.5000000000000001,9626.639346751623,14401.40404484168,12611.035690887138,14542.385478016151
2019-10-31,Lithium,17308.676595507575,11795.82250442264,5512.854091084935,40.529206374319365,25.52493972666896,-23.109745621986256,12094.36055335848,12708.643802390163,2019,10,4,304,-0.8660254037844386,0.5000000000000001,9397.194318601618,10592.927443773773,16904.21410182782,15341.11520353557
2019-10-31,Copper,9945.382892988822,12725.186316464273,-2779.8034234754505,56.130863759513225,-10.279525960907277,-32.63841504145941,13462.168409451517,13828.41684664371,2019,10,4,304,-0.8660254037844386,0.5000000000000001,14183.14654793252,7852.035993242813,20824.69329300944,18890.865356413917
2019-11-30,Copper,14927.244975827829,10855.897477253013,4071.347498574816,42.104632889525206,-14.689677563248814,-37.05592151746053,12588.076780549934,13295.833937844915,2019,11,4,334,-0.5000000000000004,0.8660254037844384,12725.186316464273,13478.172363957754,10853.68496557151,17246.89238283854
2019-11-30,Graphite,15338.526247303053,16895.18515140913,-1556.658904106076,52.41464422891164,20.344106150418817,23.627823409308135,13520.295908105456,12778.786949876629,2019,11,4,334,-0.5000000000000004,0.8660254037844384,14039.063226155618,12559.283452463187,15634.583152172576,13666.167279733134
2019-11-30,Lithium,12385.949779019442,11383.103967027648,1002.8458119917941,47.89043808241931,-3.4988534054344322,2.688734851978336,10858.7069300173,12733.48111650253,2019,11,4,334,-0.5000000000000004,0.8660254037844384,11795.82250442264,15090.064837051184,10229.737118899524,11085.056197679261
2019-12-31,Copper,13167.42228516543,16865.669779628013,-3698.247494462583,56.15695427977242,55.3595160139235,47.8515495724475,13482.2511911151,13750.70936067398,2019,12,4,365,-2.4492935982947064e-16,1.0,10855.897477253013,14183.14654793252,16415.05514143868,11407.164705679197
2019-12-31,Graphite,8967.27426833625,10540.091619342636,-1572.8173510063862,54.031342212122546,-37.61482028823136,-39.48750764556445,13824.779998969127,12205.62437879688,2019,12,4,365,-2.4492935982947064e-16,1.0,16895.18515140913,9626.639346751623,4367.433854452914,17418.042472299607
2019-12-31,Lithium,15023.187416960678,12262.227650704011,2760.9597662566666,44.940594161001755,7.723057667072508,-23.856196828906263,11813.718040718099,12413.330182553313,2019,12,4,365,-2.4492935982947064e-16,1.0,11383.103967027648,9397.194318601618,14894.010290402195,16104.038858094611
2020-01-31,Copper,15889.834135989293,10018.535604286386,5871.298531702907,38.66910849551502,-40.598056672568426,21.30297907686827,12580.034287055803,13897.328907849136,2020,1,1,31,0.49999999999999994,0.8660254037844387,16865.669779628013,12725.186316464273,7852.035993242813,8259.101038184526
2020-01-31,Graphite,8388.853524220185,16701.17008945433,-8312.316565234143,66.56498354330719,58.453746823274244,74.95171191150871,14712.14895340203,12801.875231605074,2020,1,1,31,0.49999999999999994,0.8660254037844387,10540.091619342636,14039.063226155618,14401.40404484168,9546.159855755997
2020-01-31,Lithium,9524.02844830249,10079.578352962444,-555.5499046599543,51.41695839518702,-17.79977798419241,19.085632064317505,11241.636656898032,12547.94978392288,2020,1,1,31,0.49999999999999994,0.8660254037844387,12262.227650704011,11795.82250442264,10592.927443773773,8464.143136527602
2020-02-29,Copper,13177.865948488363,14442.230884857177,-1264.3649363688146,52.288849572102805,44.1551086436039,-2.9702381620459906,13775.478756257193,13860.487234646054,2020,2,1,60,0.8660254037844386,0.5000000000000001,10018.535604286386,10855.897477253013,13478.172363957754,14884.33096329417
2020-02-29,Graphite,13445.916588809756,10091.149537082567,3354.767051727189,42.87343835934436,-39.578188336310326,-36.943557337720044,12444.137081959843,12309.19102442661,2020,2,1,60,0.8660254037844386,0.5000000000000001,16701.17008945433,16895.18515140913,12559.283452463187,16003.360023224148
2020-02-29,Lithium,15518.502461335127,6804.846837562593,8713.655623772534,30.483090805278945,-32.488774834885724,-57.9714434116832,9715.550947076348,11765.769711230372,2020,2,1,60,0.8660254037844386,0.5000000000000001,10079.578352962444,11383.103967027648,15090.064837051184,16191.00770987272
2020-03-31,Lithium,8869.990078600098,21430.053556349365,-12560.063477749267,70.72614750835196,214.92337840810728,82.29796219827017,12771.492915624802,12571.981748298735,2020,3,1,91,1.0,6.123233995736766e-17,6804.846837562593,12262.227650704011,9397.194318601618,11755.509111529012
2020-03-31,Graphite,9026.894322968808,14974.364093622351,-5947.469770653543,62.38991236922452,48.39106326385449,46.18758226851784,13922.227906719747,12703.45027155298,2020,3,1,91,1.0,6.123233995736766e-17,10091.149537082567,10540.091619342636,9626.639346751623,10243.253128105907
2020-03-31,Copper,7864.780472550445,15201.910931680317,-7337.130459129872,65.9041674650057,5.260129497165655,-14.651331349244023,13220.892473607959,13643.018274943492,2020,3,1,91,1.0,6.123233995736766e-17,14442.230884857177,16865.669779628013,14183.14654793252,17811.538448111067
